employee_id,first_name,last_name,email,hire_date,job_title,department_id,manager_id,status,created_at,updated_at
200,Christopher,Cortez,christopher.cortez@hrcompany.com,2023-04-24,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
202,Debbie,Henry,debbie.henry@hrcompany.com,2015-04-18,Data Engineer,2,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
203,Christopher,Walker,christopher.walker@hrcompany.com,2019-02-20,Data Science Manager,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
205,Angela,Cooper,angela.cooper@hrcompany.com,2020-08-17,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
206,Michael,Chavez,michael.chavez@hrcompany.com,2020-03-20,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
207,John,Martinez,john.martinez@hrcompany.com,2018-04-11,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
210,Jenny,Bray,jenny.bray@hrcompany.com,2023-12-04,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
211,Candice,Hooper,candice.hooper@hrcompany.com,2018-04-21,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
212,Kenneth,Ward,kenneth.ward@hrcompany.com,2020-02-22,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
213,Alexis,Ferguson,alexis.ferguson@hrcompany.com,2019-09-01,Marketing Manager,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
214,Brandon,Brown,brandon.brown@hrcompany.com,2019-12-21,Account Executive,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
216,Curtis,Smith,curtis.smith@hrcompany.com,2019-11-02,Senior Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
218,Tammy,King,tammy.king@hrcompany.com,2023-02-16,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
219,Danny,Jones,danny.jones@hrcompany.com,2023-05-14,Customer Success Manager,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
220,Charles,Soto,charles.soto@hrcompany.com,2015-11-30,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
221,Edward,Shepherd,edward.shepherd@hrcompany.com,2020-03-02,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
222,Christopher,Wright,christopher.wright@hrcompany.com,2022-01-30,Senior Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
223,Catherine,Gibbs,catherine.gibbs@hrcompany.com,2018-11-03,Growth Marketer,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
225,Kenneth,Chapman,kenneth.chapman@hrcompany.com,2022-04-18,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
226,Kevin,Oliver,kevin.oliver@hrcompany.com,2016-09-08,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
227,Stacey,Clark,stacey.clark@hrcompany.com,2018-08-04,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
228,Joseph,Miller,joseph.miller@hrcompany.com,2019-01-30,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
229,Glenn,Jones,glenn.jones@hrcompany.com,2015-01-17,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
230,Ricky,Norris,ricky.norris@hrcompany.com,2022-12-29,Senior Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
231,Kelly,Hall,kelly.hall@hrcompany.com,2019-10-23,Marketing Manager,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
232,Jacqueline,Gibson,jacqueline.gibson@hrcompany.com,2018-12-21,Marketing Manager,6,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
233,Sandra,French,sandra.french@hrcompany.com,2018-05-14,Senior Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
234,Ronald,Stephens,ronald.stephens@hrcompany.com,2017-07-14,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
235,Rebekah,Serrano,rebekah.serrano@hrcompany.com,2016-03-19,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
236,Brian,Sparks,brian.sparks@hrcompany.com,2019-11-29,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
238,Holly,Bender,holly.bender@hrcompany.com,2023-07-07,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
239,Amber,Kim,amber.kim@hrcompany.com,2015-09-05,Legal Director,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
240,Pamela,Navarro,pamela.navarro@hrcompany.com,2019-04-05,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
241,Anthony,Perez,anthony.perez@hrcompany.com,2015-05-09,Content Strategist,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
242,Yvonne,Chambers,yvonne.chambers@hrcompany.com,2019-08-02,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
246,Tanya,Harrison,tanya.harrison@hrcompany.com,2021-12-12,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
248,Mark,Steele,mark.steele@hrcompany.com,2019-11-26,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
249,Elaine,Morales,elaine.morales@hrcompany.com,2015-08-17,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
251,Darrell,Barton,darrell.barton@hrcompany.com,2023-10-03,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
252,Mallory,Smith,mallory.smith@hrcompany.com,2022-11-10,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
253,Robert,Lopez,robert.lopez@hrcompany.com,2021-02-26,VP of Sales,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
254,Cindy,Jimenez,cindy.jimenez@hrcompany.com,2022-07-09,Operations Analyst,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
255,Kathleen,Harris,kathleen.harris@hrcompany.com,2017-03-25,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
257,David,Dudley,david.dudley@hrcompany.com,2019-01-26,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
258,Jennifer,Collins,jennifer.collins@hrcompany.com,2015-03-26,Ops Coordinator,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
259,Andrea,Davis,andrea.davis@hrcompany.com,2016-12-06,Accountant,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
260,Steven,Wilson,steven.wilson@hrcompany.com,2017-08-14,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
261,Tyrone,Moran,tyrone.moran@hrcompany.com,2023-08-29,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
262,Janice,Perry,janice.perry@hrcompany.com,2023-03-18,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
263,Tina,Sanchez,tina.sanchez@hrcompany.com,2017-06-17,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
264,Patrick,Weeks,patrick.weeks@hrcompany.com,2023-08-25,Senior PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
265,Julie,Taylor,julie.taylor@hrcompany.com,2016-03-09,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
266,Joshua,Tyler,joshua.tyler@hrcompany.com,2022-01-22,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
267,Matthew,French,matthew.french@hrcompany.com,2019-07-19,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
268,Lori,Campbell,lori.campbell@hrcompany.com,2020-01-30,Accountant,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
270,Michelle,Griffin,michelle.griffin@hrcompany.com,2023-03-29,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
271,Michael,Arnold,michael.arnold@hrcompany.com,2021-06-01,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
272,Stanley,Morris,stanley.morris@hrcompany.com,2018-03-18,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
273,Tina,Allen,tina.allen@hrcompany.com,2021-07-07,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
274,Jesus,Rowe,jesus.rowe@hrcompany.com,2015-09-29,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
275,Louis,Kennedy,louis.kennedy@hrcompany.com,2021-06-26,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
277,Tyler,Johnson,tyler.johnson@hrcompany.com,2023-07-19,Ops Coordinator,10,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
278,Tammy,Rivera,tammy.rivera@hrcompany.com,2016-09-15,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
280,Renee,Smith,renee.smith@hrcompany.com,2017-06-14,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
281,Robert,Pena,robert.pena@hrcompany.com,2017-08-17,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
282,Charles,Harrington,charles.harrington@hrcompany.com,2019-07-05,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
283,Matthew,Schwartz,matthew.schwartz@hrcompany.com,2016-05-14,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
284,Melissa,Phelps,melissa.phelps@hrcompany.com,2021-06-19,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
285,Stephanie,Sims,stephanie.sims@hrcompany.com,2023-04-21,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
286,Monique,Johnson,monique.johnson@hrcompany.com,2016-03-01,VP of Sales,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
287,Jimmy,Cohen,jimmy.cohen@hrcompany.com,2019-11-21,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
288,Wendy,Francis,wendy.francis@hrcompany.com,2022-05-20,Analytics Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
289,Tiffany,Hodges,tiffany.hodges@hrcompany.com,2016-09-16,Engineering Manager,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
290,Scott,Benson,scott.benson@hrcompany.com,2015-06-29,Software Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
291,Brandon,Flynn,brandon.flynn@hrcompany.com,2019-12-28,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
292,Michael,Jordan,michael.jordan@hrcompany.com,2019-02-26,Software Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
294,George,Miller,george.miller@hrcompany.com,2021-07-05,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
295,Christine,Allen,christine.allen@hrcompany.com,2017-06-08,Operations Analyst,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
296,Jesse,Little,jesse.little@hrcompany.com,2022-10-26,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
297,Jonathan,Smith,jonathan.smith@hrcompany.com,2022-11-30,Sales Development Rep,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
298,Rachel,Byrd,rachel.byrd@hrcompany.com,2017-09-08,Analytics Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
299,Charles,Landry,charles.landry@hrcompany.com,2020-02-02,Talent Acquisition,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
300,Danielle,Coleman,danielle.coleman@hrcompany.com,2019-04-04,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
301,Stephen,Turner,stephen.turner@hrcompany.com,2021-07-18,Sales Manager,7,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
302,Melissa,Rodriguez,melissa.rodriguez@hrcompany.com,2021-06-27,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
303,Ashley,Andrews,ashley.andrews@hrcompany.com,2020-01-09,Account Executive,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
304,Andrew,Greer,andrew.greer@hrcompany.com,2021-09-25,Legal Director,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
305,Joshua,Knight,joshua.knight@hrcompany.com,2015-11-01,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
306,Renee,Mcgee,renee.mcgee@hrcompany.com,2019-11-14,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
307,Kimberly,Hall,kimberly.hall@hrcompany.com,2020-12-29,Senior Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
308,Jeffery,Lee,jeffery.lee@hrcompany.com,2019-04-07,Senior PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
309,Erica,Le,erica.le@hrcompany.com,2017-04-29,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
310,Courtney,Berger,courtney.berger@hrcompany.com,2015-09-02,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
311,Kyle,Alexander,kyle.alexander@hrcompany.com,2021-03-17,Legal Director,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
312,Jessica,Davis,jessica.davis@hrcompany.com,2020-01-08,Content Strategist,6,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
313,Mark,Perry,mark.perry@hrcompany.com,2018-06-01,CFO,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
314,David,Ryan,david.ryan@hrcompany.com,2021-03-23,Sales Development Rep,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
315,Alyssa,Mcintyre,alyssa.mcintyre@hrcompany.com,2017-10-19,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
316,Jonathan,Summers,jonathan.summers@hrcompany.com,2023-03-14,Talent Acquisition,3,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
317,Tammy,Phillips,tammy.phillips@hrcompany.com,2020-10-05,HR Manager,3,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
318,Linda,Mcdonald,linda.mcdonald@hrcompany.com,2016-04-12,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
319,Donald,Levy,donald.levy@hrcompany.com,2021-10-05,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
320,Tammy,Ballard,tammy.ballard@hrcompany.com,2021-03-22,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
321,Christopher,Foster,christopher.foster@hrcompany.com,2019-07-02,Account Executive,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
322,Amanda,Gibson,amanda.gibson@hrcompany.com,2019-06-18,Senior PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
323,Brenda,Carson,brenda.carson@hrcompany.com,2021-04-27,Sales Development Rep,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
324,Daniel,Hall,daniel.hall@hrcompany.com,2015-06-05,Senior Counsel,9,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
325,Christine,Hahn,christine.hahn@hrcompany.com,2020-07-31,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
326,Rose,Walker,rose.walker@hrcompany.com,2016-01-28,Senior Analyst,4,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
327,Cynthia,Marshall,cynthia.marshall@hrcompany.com,2020-02-21,Analytics Engineer,2,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
328,Debra,Wilson,debra.wilson@hrcompany.com,2015-10-09,Analytics Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
329,Sophia,Torres,sophia.torres@hrcompany.com,2023-05-20,Associate PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
330,Darren,Young,darren.young@hrcompany.com,2017-04-22,Senior Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
331,Paul,Watson,paul.watson@hrcompany.com,2022-02-17,Account Executive,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
332,Brenda,Barber,brenda.barber@hrcompany.com,2022-01-22,VP of Sales,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
333,Diana,Bass,diana.bass@hrcompany.com,2021-12-10,HR Specialist,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
334,Sheila,Ramirez,sheila.ramirez@hrcompany.com,2021-04-21,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
335,Jeff,Wallace,jeff.wallace@hrcompany.com,2019-01-07,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
336,Melissa,Garcia,melissa.garcia@hrcompany.com,2021-04-01,HR Specialist,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
337,Amy,Levine,amy.levine@hrcompany.com,2021-02-06,Group PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
338,Bruce,Hill,bruce.hill@hrcompany.com,2017-01-29,Tech Lead,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
339,Stacy,Holloway,stacy.holloway@hrcompany.com,2016-07-23,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
340,Elizabeth,May,elizabeth.may@hrcompany.com,2015-05-13,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
341,Brent,Cook,brent.cook@hrcompany.com,2017-02-21,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
342,Kristin,Harris,kristin.harris@hrcompany.com,2018-07-11,Product Manager,5,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
343,Brenda,Li,brenda.li@hrcompany.com,2018-12-18,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
344,Mark,Hernandez,mark.hernandez@hrcompany.com,2015-01-18,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
345,Joshua,Riggs,joshua.riggs@hrcompany.com,2017-03-18,Associate PM,5,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
346,Amber,Lindsey,amber.lindsey@hrcompany.com,2016-11-14,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
347,Donna,Johnson,donna.johnson@hrcompany.com,2015-04-03,Engineering Manager,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
348,Michael,Kramer,michael.kramer@hrcompany.com,2020-07-04,Product Manager,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
349,Alfred,Baker,alfred.baker@hrcompany.com,2017-02-26,Content Strategist,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
350,Judy,Fox,judy.fox@hrcompany.com,2016-01-30,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
351,Thomas,Strickland,thomas.strickland@hrcompany.com,2023-09-25,HR Coordinator,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
352,Brittney,Hayes,brittney.hayes@hrcompany.com,2018-10-08,Senior Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
353,Sonia,Williams,sonia.williams@hrcompany.com,2023-11-15,Engineering Manager,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
354,Kevin,Schneider,kevin.schneider@hrcompany.com,2015-07-13,HR Coordinator,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
355,Bruce,Mendoza,bruce.mendoza@hrcompany.com,2021-10-31,Marketing Manager,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
356,Ronald,Rodriguez,ronald.rodriguez@hrcompany.com,2022-07-19,HR Manager,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
357,Charles,Miller,charles.miller@hrcompany.com,2017-07-10,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
358,Cameron,Hill,cameron.hill@hrcompany.com,2020-07-13,Product Manager,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
359,Oscar,Harper,oscar.harper@hrcompany.com,2020-01-07,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
360,Shawn,Jacobs,shawn.jacobs@hrcompany.com,2016-09-08,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
361,Laura,Wilson,laura.wilson@hrcompany.com,2018-08-29,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
362,Russell,Beasley,russell.beasley@hrcompany.com,2022-01-15,Finance Manager,4,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
363,Matthew,Chavez,matthew.chavez@hrcompany.com,2022-01-28,Senior Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
364,Jessica,Edwards,jessica.edwards1@hrcompany.com,2020-04-25,Sales Development Rep,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
365,Elizabeth,Brooks,elizabeth.brooks@hrcompany.com,2017-08-06,Analytics Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
366,Gloria,Wells,gloria.wells@hrcompany.com,2016-07-20,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
367,Marie,Davis,marie.davis@hrcompany.com,2016-08-23,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
368,Julie,Watson,julie.watson@hrcompany.com,2017-03-19,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
